bid,发布时间,id,点赞数,ip,微博正文,user_id,用户昵称
PhxK1kaHx,2025-03-12 18:44:28,5143444817188338,0,来自陕西,哈哈哈哈哈哈哈哈哈哈,7879782700,用户7879782700
PhxK1kaHx,2025-03-12 14:08:17,5143375314158297,12,来自安徽,他是在说他自己吧[doge],7589953488,用户7589953488
PhvA535wI,2025-03-08 01:27:33,5141734318673277,3,来自江苏,@教英语的张建 凸凸快看！[笑cry][笑cry][笑cry]某种意义上，我是不是比何凯文厉害,6115196533,向天笑SkyRoar
PhvA535wI,2025-03-08 16:48:57,5141966195527731,1,来自江苏,干得漂亮👍🏻全力支持支持一笑而过，反对弄虚作假，相互拉踩,7037585848,张德帅1121
PhExb1Mai,2025-03-09 00:20:10,5142079747393222,0,来自辽宁,人好复杂 虽然做了错事 但也的确帮助过很多学生 这次英语难考了71分 也还可以吧[允悲],5631905911,李干哈a
PhEiE7J1U,2025-03-09 23:41:18,5142432354403791,0,来自山西,真诚?可笑，，，马后炮式的“真诚”,5685748052,明镜止水cbs
PhE9ebVro,2025-03-08 22:59:12,5142059372775215,0,来自天津,误入歧途，就应该直接冲管理学[允悲]我恨文科专业课,2290983617,百万栗鼠
PhE7r4AW2,2025-03-09 01:00:09,5142089815557402,0,来自广东,太抓马了[费解]我国高学历人群真的要选择这位考研英语老师吗[费解]#考研英语# #考研# ,6587250572,超级可爱的大熊猫丫
PhDH3yMtW,2025-03-10 20:21:52,5142744553228468,0,来自四川,。。,7836674652,绅士隐秘
PhDH3yMtW,2025-03-10 20:21:49,5142744544838094,0,来自四川,。,7836674652,绅士隐秘
PhDH3yMtW,2025-03-08 21:49:06,5142041735725900,0,来自四川,持续关注,7836674652,绅士隐秘
PhDH3yMtW,2025-03-08 22:11:34,5142047384670121,0,来自四川,知道了知道了,7646356191,桃缘绅士
PhDH3yMtW,2025-03-08 22:09:51,5142046953181719,0,来自四川,持续关注,7779818196,桃圆绅士
PhDH3yMtW,2025-03-08 21:50:14,5142042015437286,0,来自贵州,好的，知道了,7913759353,MZ唐好甜
PhDH3yMtW,2025-03-08 21:49:59,5142041954092744,0,来自四川,原来是这样的,7565112387,如果爱捷是天赋
PhDH3yMtW,2025-03-08 21:49:58,5142041949903034,0,来自广东,真的很不错,7622116672,祁酔桉
PhDH3yMtW,2025-03-08 21:50:13,5142042012815986,0,来自贵州,好的，了解了,7911487609,MZ风向标
PhDH3yMtW,2025-03-08 21:50:15,5142042020678717,0,来自贵州,知道了，知道了,7904963113,芝士油饼_
PhCQVpZuL,2025-03-08 19:45:33,5142010638373526,0,来自福建,跟着何凯文二十年了，感觉不错，今年继续,5746776723,对的时间点--
PhCPalCEZ,2025-03-08 20:04:08,5142015315807098,0,来自广东,当时大家不是用朱伟的恋恋有词吗[允悲],5378881763,今天是周五吗_wyy
PhCNHrxfN,2025-03-08 19:33:47,5142007677718989,0,来自广东,何凯文老师此次成绩造假行为确实不妥，违背了教育者的职业操守，辜负了大众信任，希望引以为戒，日后秉持真实与诚信。,5649170494,兰州微播
PhCNHrxfN,2025-03-08 19:32:21,5142007320150236,0,来自广东,如果有你，一生都很高兴。,6043311739,大兰州
PhCuGCP4l,2025-03-08 21:51:33,5142042346789568,0,来自广东,你就是传说中的宝藏博主,7882447582,宇宙里的漫游
PhCuGCP4l,2025-03-08 21:46:47,5142041147739018,0,来自广东,你的分享真不错,7879097120,银河小小收藏家
PhCuGCP4l,2025-03-08 21:30:35,5142037070876274,0,来自广东,感谢分享,7873495501,甜豆艺术家
PhCuGCP4l,2025-03-08 21:15:13,5142033204774648,0,来自广东,博主我来了呀,7873664166,脆皮奶团子
PhCuGCP4l,2025-03-08 22:07:08,5142046268461554,0,来自广东,每天来看看，多发,5177470302,芙蓉小丸子il
PhCuGCP4l,2025-03-08 21:25:09,5142035703274101,0,来自山东,感谢分享,7650289311,橙汁年年-
PhCuGCP4l,2025-03-08 21:01:22,5142029718787204,0,来自广东,感谢分享,5837893369,化学剂_XoXan
PhCuGCP4l,2025-03-08 21:25:31,5142035795805499,0,来自广东,我来瞅瞅👀,7902883274,小玩伴显眼包
PhCuGCP4l,2025-03-08 21:15:13,5142033205037803,0,来自广东,喜欢你的分享。,7902921727,情绪稳定大丝
PhCuGCP4l,2025-03-08 21:06:10,5142030927269410,0,来自广东,感谢分享,7956416120,雨亚共茗
PhCuGCP4l,2025-03-08 21:04:46,5142030573903370,0,来自广东,感谢分享,7848133811,亚季序冬曲
PhCuGCP4l,2025-03-08 21:03:36,5142030280038099,0,来自广东,感谢分享,7956548676,榆眠期书信_
PhCuGCP4l,2025-03-08 21:02:27,5142029991416093,0,来自广东,感谢分享,7939247784,-莎都听不钦-
PhCuGCP4l,2025-03-08 21:00:00,5142029374590671,0,来自广东,感谢分享,7956482061,萌衍叁点痣_
PhCuGCP4l,2025-03-08 21:40:45,5142039629405401,0,来自广东,你又更新啦，我来看看,7904526436,高冷葡萄在赏鸟
PhuDWmJbv,2025-03-10 02:10:48,5142469977047750,0,来自上海,哈哈哈哈我最近又在看甄嬛传  已经不知道第多少遍了,5983479404,未曾透露姓名的刘女士
PhunneWfb,2025-03-08 09:43:31,5141859131459201,0,来自江西,昨天晚上吐糟的，今天就结束了，哈哈哈还是微博好用,5652486199,陈亿亿mmm
Phufs7rfc,2025-03-08 05:23:06,5141793597030866,0,来自黑龙江,这样的一考一个准吧,3747972014,小钢蹦嘟嘟
PhlDTcVxu,2025-03-07 00:34:46,5141358646923159,1,来自山东,被sb转发了[微笑]恶心[吐],3183518992,GyoRyeonjuuu_
PhMVHyDC9,2025-03-12 01:10:59,5143179699683875,0,来自北京,不用理这货@我叫郭小茗Dream ，你看他到处刷屏就知道他有多穷了，为了小炎那几毛钱也不容易，可怜可怜他吧！[摊手][摊手][摊手],7459034159,用户7459034159
PhMVHyDC9,2025-03-11 18:43:06,5143082089578915,3,来自北京,回复@我叫郭小茗Dream:你生活是过得有多不如意，才在网上到处找存在感？,3311590344,莫俊桀
PhxM6E18G,2025-03-08 13:23:57,5141914606898399,0,来自北京,回复@兰儿alan199306:很猛啊！！！！,7746982776,夏语冰96
PhxM6E18G,2025-03-08 13:10:28,5141911213181330,0,来自浙江,回复@夏语冰96:我当年英语是84[污][污],7583983503,兰儿alan199306
PhxM6E18G,2025-03-08 12:19:09,5141898303635949,1,来自北京,考研，英语1，自称89分，实际71分，已经发布道歉声明退出考研培训界。公开资料显示他硕士毕业于北外。,7746982776,夏语冰96
PhMVHyDC9,2025-03-11 17:15:59,5143060165951860,0,来自河北,回复@可爱女孩那些事:啊,7500533335,-祝星w
PhMVHyDC9,2025-03-11 13:22:40,5143001446222194,5,来自安徽,刘土燕早塌了[汗],7808408731,可爱女孩那些事
PhMVHyDC9,2025-03-16 15:37:39,5144847355219477,0,来自云南,你懂个蛋啊,2371752525,上善若水Peter
PhMVHyDC9,2025-03-13 17:00:54,5143781141647386,1,来自云南,回复@旅店老板呀:他面相算好的了,2371752525,上善若水Peter
PhMVHyDC9,2025-03-12 18:32:35,5143441827955722,0,来自日本,我以前就这么认为了[doge],5935133485,旅店老板呀
PhMVHyDC9,2025-03-11 18:42:58,5143082053144188,7,来自北京,回复@我叫郭小茗Dream:图片评论 http://t.cn/A6BbpE6U,3311590344,莫俊桀
PhMVHyDC9,2025-03-11 09:40:25,5142945515178387,0,来自江西,回复@妖魔鬼怪快离开_______:就是还行嘛 普通,7744748879,Zz董大宝
PhMVHyDC9,2025-03-11 04:10:25,5142862467957236,1,来自辽宁,回复@Zz董大宝:她语法讲的还行啊，比其他几个讲的直白清晰多了，我也只听了她的语法,7799419741,妖魔鬼怪快离开_______
PhMVHyDC9,2025-03-10 17:33:16,5142702128366714,3,来自北京,回复@Zz董大宝:其实全都是吹的，没一个好东西,1792164344,买超sam
PhMVHyDC9,2025-03-25 13:16:17,5148073270447137,1,来自甘肃,回复@迷你巨型太空仓鼠:没必要巴西牛排[泪],7821523163,梅子黄时雨owo
PhMVHyDC9,2025-03-24 02:11:10,5147543500227842,0,来自河南,回复@星熠Sparkling:滚,7791006564,用户7791006564
PhMVHyDC9,2025-03-22 20:43:21,5147098614861331,0,来自上海,恰恰是因为男人才low成这样,7756471752,众矢之的__
PhMVHyDC9,2025-03-22 10:03:32,5146937600511734,1,来自陕西,回复@迷你巨型太空仓鼠:跟女的讲什么道理[笑哈哈],6646394977,华盛顿白房子精神病院特主任
PhMVHyDC9,2025-03-22 09:12:03,5146924643258568,0,来自河南,不就是狗咬狗吗 母狗不是狗啦[doge],5941296706,其实平行线
PhMVHyDC9,2025-03-17 15:56:53,5145214583571591,0,来自黑龙江,回复@哀圆:[good],3365995530,迷你巨型太空仓鼠
PhMVHyDC9,2025-03-17 15:20:09,5145205339326694,1,来自辽宁,回复@迷你巨型太空仓鼠:🤏,7337597306,哀圆
PhMVHyDC9,2025-03-17 15:19:51,5145205268808115,0,来自黑龙江,回复@哀圆:你看 又急 你意思是你心眼小呗 那我懂了,3365995530,迷你巨型太空仓鼠
PhMVHyDC9,2025-03-17 15:08:48,5145202483528678,0,来自辽宁,回复@迷你巨型太空仓鼠:🤏,7337597306,哀圆
PhMVHyDC9,2025-03-17 13:09:47,5145172531222222,0,来自黑龙江,回复@哀圆:你也是,3365995530,迷你巨型太空仓鼠
PhMVHyDC9,2025-03-16 21:56:41,5144942746534889,0,来自辽宁,回复@迷你巨型太空仓鼠:你的时间不值钱,7337597306,哀圆
PhMVHyDC9,2025-03-15 14:20:02,5144465434218484,2,来自江苏,这样还有一堆考研狗舔,3616547653,XC烽火戏诸侯
PhMVHyDC9,2025-03-15 11:42:23,5144425766060784,0,来自黑龙江,回复@哀圆:你这发言怎么都是套话啊 能不能有点新意啊,3365995530,迷你巨型太空仓鼠
PhMVHyDC9,2025-03-15 11:41:37,5144425568405664,0,来自黑龙江,回复@哀圆:是吧 你看我又急了[doge] 你喜欢吗,3365995530,迷你巨型太空仓鼠
PhMVHyDC9,2025-03-15 11:40:49,5144425367080416,0,来自黑龙江,回复@星熠Sparkling:不对 是人类low的程度是没有下限的 你看那刘晓燕是个好东西吗 也不是啊,3365995530,迷你巨型太空仓鼠
PhMVHyDC9,2025-03-15 11:40:02,5144425168897235,0,来自辽宁,回复@迷你巨型太空仓鼠:得到了破防的评论[允悲],7337597306,哀圆
PhMVHyDC9,2025-03-15 11:39:27,5144425022883263,0,来自黑龙江,回复@哀圆:还是什么人呢 你笨啊 怪不得你天天开aoe 你能得到啥啊[doge] 你以为开了aoe你可悲的生活就能改变 还是你天天膈应人有福利啊 你胡说八道不就是喜欢别人反驳吗 我不是配合你的人吗 大笨蛋,3365995530,迷你巨型太空仓鼠
PhMVHyDC9,2025-03-15 11:20:45,5144420315824777,0,来自辽宁,回复@迷你巨型太空仓鼠:有的人不会觉得自己被aoe到，那么跑来反驳的是什么人呢,7337597306,哀圆
PhMVHyDC9,2025-03-12 17:02:30,5143419157218296,2,来自山西,我的妈呀，这是作为个老师说出来的话吗,7546617110,柏笨bui永远热恋
PhMVHyDC9,2025-03-12 12:24:03,5143349082459713,1,来自广东,公开表现对其他考研老师的不尊重，真的很令人反感,5337158023,恩泽Vivian
PhMVHyDC9,2025-04-01 10:40:18,5150570731542260,0,来自四川,啧啧啧,5857441037,嘿嘿嘿小羊
PhMVHyDC9,2025-03-29 10:32:16,5149481545502704,0,来自四川,[黑线][黑线],5767517306,iiioel
PhMVHyDC9,2025-03-29 01:04:58,5149338780828850,0,来自湖南,🤢🤮,5976684159,Zzshuqi
PhMVHyDC9,2025-03-20 18:38:01,5146342297961944,0,来自重庆,那个我好奇问一下哪透露出68[允悲],7365123981,笑IQ_
PhMVHyDC9,2025-03-20 11:11:36,5146229956936508,0,来自山西,之前上大学听过他的公开课，听了不是很喜欢，选考研机构的时候也没考虑他在的那个机构，我奔着刘晓燕老师报的考研机构，英二考了81，平时只能考六十几分，后来六级也是跟着大燕学才过的,7346529308,又忙又菜
PhMVHyDC9,2025-03-15 12:21:46,5144435672220863,0,来自黑龙江,都tm不是什么好饼 http://t.cn/A6BJVZPx,3365995530,迷你巨型太空仓鼠
PhMVHyDC9,2025-03-15 08:05:57,5144371298566685,0,来自黑龙江,只能说都不是啥好🫓,3365995530,迷你巨型太空仓鼠
PhMVHyDC9,2025-03-15 00:23:01,5144254792598465,0,来自山东,@斯特兰奇的斗篷,7330117576,布丁味的撒娇
PhMVHyDC9,2025-03-14 08:33:36,5144015863286294,0,来自江苏,能不能让他把割的韭菜💰吐出来 罚款,7482787596,晚风有多温柔呢
PhMVHyDC9,2025-03-13 23:23:51,5143877514693089,4,来自山西,真挺没品的,5953490303,杨枝甘露六分甜_
PhMVHyDC9,2025-03-12 17:51:00,5143431363168545,0,来自贵州,真是跟当年翟天临一模一样的嚣张和剧情[允悲][允悲],2935672447,龙溪北巷
PhMVHyDC9,2025-03-11 21:47:34,5143128509781764,0,来自山东,垃圾老师[弱],7479961649,思想着的芦苇2009
PhMVHyDC9,2025-03-11 20:34:29,5143110116444557,0,来自广东,哪有68？,5470069903,白马诗书韵
PhMVHyDC9,2025-03-11 20:19:15,5143106286518421,0,来自重庆,垃圾男人,6432404878,御姐范点点点点头2001
PhMVHyDC9,2025-03-11 17:42:42,5143066886804508,0,来自吉林,他怎么这么恶心啊🤢,5535010193,·你的小熊·
PhMVHyDC9,2025-03-11 16:49:23,5143053469225391,0,来自山东,刘晓艳老师的微博名叫什么啊,6638416070,维生素PD
PhMVHyDC9,2025-03-11 16:27:06,5143047859867260,0,来自福建,这种人全网封杀，工作都让他黄，不配活[挖鼻],6082353645,好妹妹乐队123
PhMVHyDC9,2025-03-11 12:40:02,5142990718502928,0,来自湖北,恶心男的[汗],7896362423,想和丁禹兮谈恋爱
PhlCCj5Iv,2025-03-06 23:49:55,5141347360052210,0,来自吃瓜罗伯特,凯文老师要是看到这评论区 估计得笑开花了吧哈哈,5606716867,吃瓜罗伯特
PhlCCj5Iv,2025-03-07 00:48:27,5141362089396480,0,来自广东,支持[思考],7591392027,小赛超人
PhlBqtY2v,2025-03-06 23:49:00,5141347129100422,4,来自浙江,真的好好笑啊！,7766426341,嫣煮藓春
PhlBqtY2v,2025-03-06 23:48:33,5141347016643109,2,来自中国香港,我的天啊,7433069415,疯碎
PhlBqtY2v,2025-03-06 23:48:27,5141346991735981,2,来自湖北,真的好好笑,6612891781,补药针对窝
PhlBqtY2v,2025-03-07 09:45:40,5141497285445418,6,来自湖北,多年不见 石麻麻还是那么娇俏[doge],6031412206,SHJinJie20
PhlBqtY2v,2025-03-07 06:20:40,5141445695767664,0,来自山东,一副幸灾乐祸的嘴脸，老师的素质着实堪忧🙃,6170800738,不那那nana
PhlBqtY2v,2025-03-06 23:49:02,5141347137753724,1,来自贵州,是今天和雷总站一起不笑的那个老总？,7617791628,苏艳aizi
PhlBqtY2v,2025-03-07 21:22:26,5141672637498750,1,来自湖北,石雷鹏才是真的，谁看他的课就是浪费时间,7805842346,love星辰201802
PhlBqtY2v,2025-03-06 23:48:32,5141347011398430,1,来自河南,哈哈哈哈太逗了,7705661433,想降落在你的大海之上
PhlBqtY2v,2025-03-07 22:31:36,5141690042810923,0,来自江西,去年[允悲] 作文[允悲] 想起来了 都想起来了[伤心][伤心][伤心],2114042531,长高了7米
Phcg1uJhK,2025-03-05 23:59:29,5140987379188572,0,来自吃瓜罗伯特,吃瓜前线报道！不过重点是，他们的英语课还是那么吸引人~,5606716867,吃瓜罗伯特
Phcg0DGzx,2025-03-05 23:59:30,5140987384170767,0,来自吃瓜罗伯特,这俩活宝承包了我的笑点哈哈,5606716867,吃瓜罗伯特
Phcg0jTv6,2025-03-05 23:58:28,5140987124122075,2,来自内蒙古,英一事变,7562174823,薯么猫饼
Phcg0jTv6,2025-03-06 03:13:52,5141036297355604,0,来自广东,英一89……………就算是老师我也不信能有这么高,7947215010,瓞瓜絲綿海瓞絲瓜椰椰
PhKIvsd3T,2025-03-09 15:51:31,5142314130606235,0,,亲爱的@萌娃历险记，你发布的博文很受超话用户欢迎[给你小心心]！快来#田静[超话]#一起畅聊吧[打call],5878659096,超话社区
PhKIvsd3T,2025-03-10 08:13:49,5142561334758757,0,来自福建,干嘛原谅不要脸的人,7651863018,知非syntax
PhKIvsd3T,2025-03-14 01:35:03,5143910535921795,0,来自山东,恶心的娘炮,7937950962,NPC问题
PhKIvsd3T,2025-03-10 09:30:21,5142580593427488,0,来自广东,哈哈,7868230898,用户7868230898
PhKIvsd3T,2025-03-15 08:19:05,5144374602629439,0,来自福建,您这真恶心了,3029617263,人水暮寒
PhC1iBuGi,2025-03-08 23:16:08,5142063634452326,1,来自辽宁,真的好全面啊,7799686254,几昭祈
PhC1iBuGi,2025-03-08 23:15:28,5142063465105354,1,来自安徽,持续关注的,7480404376,关晓怂吖
PhC1iBuGi,2025-03-08 23:15:38,5142063507048435,1,来自浙江,这个很值得看看的,2093983493,残留的躯壳_执念_
PhC1iBuGi,2025-03-08 23:15:35,5142063498921200,1,来自四川,持续关注后续发展,7783691715,Jackie-黄俊捷
PhC1iBuGi,2025-03-08 23:15:51,5142063567077613,0,来自广东,真的是很全面啊,6394993379,逐梦soso
PhC1iBuGi,2025-03-08 23:16:59,5142063848626606,1,来自福建,挺全面的啊,7023580241,晚星吟月眠_
PhC1iBuGi,2025-03-08 23:15:43,5142063528283163,1,来自北京,真的是让人很震惊呀,7985520862,梧桐王后123
PhC1iBuGi,2025-03-08 23:19:37,5142064515252637,0,来自吉林,的确非常全面,7355770594,晚来天欲风
PhC1iBuGi,2025-03-08 23:18:57,5142064345910816,0,来自浙江,解析太到位啦点赞,6241078579,半生執著_半生釋然
PhC1iBuGi,2025-03-08 23:17:40,5142064020592625,0,来自贵州,智搜还是太全面,7617791628,苏艳aizi
PhC1iBuGi,2025-03-08 23:17:12,5142063902623652,1,来自湖北,这事给弄的,6439026561,人参葡萄茶
PhC1iBuGi,2025-03-08 23:17:04,5142063867764660,0,来自福建,持续关注最新消息,5821370232,Drew大叔11
PhC1iBuGi,2025-03-08 23:16:38,5142063759496445,0,来自江西,智搜真的太棒了，很全能呀[鼓掌][鼓掌],6403452088,M昕M2017
PhC1iBuGi,2025-03-08 23:16:37,5142063756351683,0,来自广东,分析的真的很对呀,7442464933,·千千晚昕·
PhC1iBuGi,2025-03-08 23:16:28,5142063718337352,0,来自山东,是啊我也觉得,7866434006,冬日暖幻梦
PhC1iBuGi,2025-03-08 23:16:11,5142063649915681,0,来自广东,真的太全面了,7442249915,八个八个八个八个冬菇呀
PhC1iBuGi,2025-03-08 23:16:06,5142063624493567,0,来自江西,确实是这样的,7269742310,B_七朵海棠花
PhC1iBuGi,2025-03-08 23:16:03,5142063613742953,0,来自河南,智搜可真不错啊,7730145175,陆黎盛世
PhC1iBuGi,2025-03-08 23:16:00,5142063605089366,0,来自江苏,已经了解到了呀,7903879407,绾茶雪雾ciocoin
PhBnZpA5n,2025-03-10 00:54:09,5142450687446321,198,来自山东,哈哈哈他们怎么比上成绩了，也挺好，以后每年都看他们成绩排名，再决定听谁的课,5417559019,赤焰狂魔莫小贝z
PhBnZpA5n,2025-03-09 17:46:44,5142343129498129,11,来自河北,他们都去考试了？,7689921903,Star许迎春
PhBnZpA5n,2025-03-10 18:47:26,5142720789614532,31,来自广东,周老师没毛病，人家考了敢公布！,6721160248,丟鹅瑞恩
PhBnZpA5n,2025-03-10 05:28:47,5142519802757768,30,来自山东,太久培训不实战了[笑cry],5323998970,DianavLLL
PhBnZpA5n,2025-03-16 01:31:41,5144634460736659,10,来自新疆,田静被骂原因太多了，一，她去考试就算了，考完还要嘲讽考生，说考生觉得难是没努力（李佳琪行为），二，考完当天开播说答案，不考虑还没有考完所有科目的考生，三明明考试了但是不允许别人问成绩，很多报了他们机构全程班的人因为问了田静成绩被提出班级群，考研班向来不便宜，全程班更贵，她该被骂,6520417675,呜呜呜土狗
PhBnZpA5n,2025-03-10 09:15:42,5142576906634658,6,来自辽宁,卡了不动了[笑cry] http://t.cn/A6BL7L5v,7855195856,什么时候加强魔术和入殓
PhBnZpA5n,2025-03-12 14:03:44,5143374173044831,8,来自浙江,这是成年人吗 还搞假成绩？更别说是公众人物了[跪了],5891334926,吃掉可可饼
PhBnZpA5n,2025-03-10 09:07:14,5142574776453054,0,来自浙江,什么瓜[哪吒嘟嘴],2123310541,小新哇哇哇
PhBnZpA5n,2025-03-17 22:26:18,5145312584011698,1,来自辽宁,我跟何凯文曾经在网上吵过，有人信吗？是23年12月份的24届考研，我说何过往有黑历史，他竟然把我挂出来了，下面支持我骂他的评论有900多条，后来有他的忠实拥趸在两边劝说，还有两周就要考试了吧，我们把所有相关微博都删了，那是迄今为止回复过我的人我的认知里最有名的[笑cry],7710361395,77ccgg
PhBnZpA5n,2025-03-10 13:06:11,5142634911239795,1,来自贵州,周思成上过快乐大本营吧？,1776894551,王嘉尔又来敲门了
PhBnhtpb6,2025-03-08 15:56:00,5141952870483504,0,来自云南,第二个贴脸问他这次成绩是不是真的，第三个也贴脸问他往年的成绩是不是p的,7723929776,一二鸭鸭吖
PhBjL6lyo,2025-03-08 19:25:55,5142005697220546,1,来自河北,真不错啊,2356616653,Angel-MouriRan
PhBjL6lyo,2025-03-08 17:51:52,5141982030073695,1,来自山东,下午好啊,7650126963,为颖踏月而来
PhBjL6lyo,2025-03-09 00:39:33,5142084630610362,0,来自吉林,谢谢分享,2476439593,于耿耿Mqq
PhBjL6lyo,2025-03-08 20:52:36,5142027512581088,0,来自天津,感谢分享,2052764103,雨中曲漫话
PhBjL6lyo,2025-03-08 20:52:03,5142027373122338,0,来自安徽,周末愉快,7408814760,我的帽子又扔哪去了
PhBjL6lyo,2025-03-08 20:36:09,5142023371756577,0,来自江苏,晚上好呀,7636304012,落叶霜花梦-光影之隙的独白
PhBjL6lyo,2025-03-08 20:34:51,5142023044596852,0,来自河南,有了Deepseek加持，微博智搜秒变专业情报员！[给力],5866309094,马裤爱次大苏八
PhBjL6lyo,2025-03-08 20:26:58,5142021062006514,0,来自浙江,晚上好哦,6300913506,天降小鱼星u
PhBjL6lyo,2025-03-08 20:22:41,5142019983285151,0,来自辽宁,感谢分享,5316351145,暖暖小盐
PhBjL6lyo,2025-03-08 20:19:17,5142019127905291,0,来自江西,晚上好啊[送花花][送花花][送花花],6818129459,萝卜萝卜大萝卜xy
PhBjL6lyo,2025-03-08 20:12:38,5142017454379263,0,来自山东,内容不错,6092934433,圈内在逃杠精
PhBjL6lyo,2025-03-08 20:10:30,5142016918298958,0,来自山东,晚上好呀,7511101568,a星星有约
PhBjL6lyo,2025-03-08 20:08:41,5142016461374966,0,来自福建,厉害厉害好样的,7766655540,菠萝在西沙喝汤
PhBjL6lyo,2025-03-08 20:08:25,5142016394266205,0,来自浙江,持续关注,7784991879,我的宇航员要快乐
PhBjL6lyo,2025-03-08 20:06:15,5142015853199728,0,来自新疆,感谢分享,7789964626,baby狐狸猫耳朵
PhBjL6lyo,2025-03-08 20:06:00,5142015790023123,0,来自福建,感谢分享,7855973966,未知对白
